permit_type,permit_number,permit_class,issue_date,last_30_days,current_status,expires_date,address,city,state,zip,project_id,latitude,link,longitude,valuation
BP,2021-122132 BP,Commercial,8/15/2021,No,Active,6/20/2022,617 COLORADO ST,AUSTIN,TX,78701,12755965,30.26909632,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12755965,-97.74363766,67000000
BP,2021-122133 BP,Commercial,8/15/2021,No,Active,6/20/2022,617 COLORADO ST,AUSTIN,TX,78701,12755966,30.26909632,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12755966,-97.74363766,67000000
BP,2021-122134 BP,Commercial,8/15/2021,No,Active,6/20/2022,617 COLORADO ST,AUSTIN,TX,78701,12755967,30.26909632,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12755967,-97.74363766,67000000
BP,2021-122135 BP,Commercial,8/15/2021,No,Active,6/20/2022,617 COLORADO ST,AUSTIN,TX,78701,12755968,30.26909632,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12755968,-97.74363766,67000000
BP,2021-122136 BP,Commercial,8/15/2021,No,Active,6/20/2022,617 COLORADO ST,AUSTIN,TX,78701,12755969,30.26909632,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12755969,-97.74363766,67000000
BP,2021-122137 BP,Commercial,8/15/2021,No,Active,6/20/2022,617 COLORADO ST,AUSTIN,TX,78701,12755970,30.26909632,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12755970,-97.74363766,67000000
BP,2021-122138 BP,Commercial,8/15/2021,No,Active,6/20/2022,617 COLORADO ST,AUSTIN,TX,78701,12755971,30.26909632,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12755971,-97.74363766,67000000
BP,2021-122139 BP,Commercial,8/15/2021,No,Active,6/20/2022,617 COLORADO ST,AUSTIN,TX,78701,12755972,30.26909632,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12755972,-97.74363766,67000000
BP,2021-137169 BP,Commercial,9/3/2021,No,Active,7/31/2022,84 N IH 35 SVRD SB,AUSTIN,TX,78701,12773278,30.25972476,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12773278,-97.73760005,106000000
BP,2021-168777 BP,Commercial,10/29/2021,No,Active,4/27/2022,401 W 4TH ST,AUSTIN,TX,78701,12809191,30.267067,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12809191,-97.74760834,300000000
BP,2021-169681 BP,Commercial,10/29/2021,No,Active,5/3/2022,303 W 5TH ST,AUSTIN,TX,78701,12810181,30.26763064,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12810181,-97.74596464,49000
BP,2021-191842 BP,Commercial,11/23/2021,No,Active,7/27/2022,1104 SABINE ST BLDG GAR,AUSTIN,TX,78701,12834104,30.27119524,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12834104,-97.73442085,108324985
